,slice_0,slice_1,slice_2,slice_3,slice_4,slice_5,slice_6,slice_7,slice_8,slice_9,slice_10,slice_11,slice_12,slice_13,slice_14,slice_15,slice_16,slice_17,slice_18,slice_19,slice_20,slice_21,slice_22,slice_23,slice_24,slice_25,slice_26,slice_27,slice_28,slice_29,slice_30,slice_31,slice_32,slice_33,slice_34,slice_35,slice_36,slice_37,slice_38,slice_39,slice_40,slice_41,slice_42,slice_43,slice_44,slice_45,slice_46,slice_47,slice_48,slice_49,slice_50,slice_51,slice_52,slice_53,slice_54,slice_55,slice_56,slice_57,slice_58,slice_59,slice_60,slice_61,slice_62,slice_63,slice_64,slice_65,slice_66,slice_67,slice_68,slice_69,slice_70,slice_71,slice_72,slice_73,slice_74,slice_75,slice_76,slice_77,slice_78,slice_79,slice_80,slice_81,slice_82,slice_83,slice_84,slice_85,slice_86,slice_87,slice_88,slice_89,slice_90,slice_91,slice_92,slice_93,slice_94,slice_95,slice_96,slice_97,slice_98,slice_99,slice_100,slice_101,slice_102,slice_103,slice_104,slice_105,slice_106,slice_107,slice_108,slice_109,slice_110,slice_111,slice_112,slice_113,slice_114,slice_115,slice_116,slice_117,slice_118,slice_119,slice_120,slice_121,slice_122,slice_123,slice_124,slice_125,slice_126,slice_127,slice_128,slice_129,slice_130,slice_131,slice_132,slice_133,slice_134,slice_135,slice_136,slice_137,slice_138,slice_139,slice_140,slice_141,slice_142,slice_143,slice_144,slice_145,slice_146,slice_147,slice_148,slice_149,slice_150,slice_151,slice_152,slice_153,slice_154,slice_155,slice_156,slice_157,slice_158,slice_159,slice_160,slice_161,slice_162,slice_163,slice_164,slice_165,slice_166,slice_167,slice_168,slice_169,slice_170,slice_171,slice_172,slice_173,slice_174,slice_175,slice_176,slice_177,slice_178,slice_179,slice_180,slice_181
OAS1_0001_MR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9544942464167345,0.9625545551770414,0.968498988821617,0.9847053902261008,0.9887720056639694,1.032607258832075,1.0614006681866879,1.0838906814884206,1.099659116619219,1.1060454700831184,1.1192260233693556,1.1351046923081811,1.1165796381552449,1.0883322841861591,1.0712041050134364,1.0484275501290756,1.01969674732144,1.0043141211112416,1.0058087190365825,1.0150663569751275,1.0016575290450462,0.9587021368517652,0.9313050048441004,0.8834713495069267,0.8571902965485944,0.82151264478562,0.7960908509649886,0.7428005560481551,0.6992381955638702,0.6398149202967743,0.5777355391209016,0.5327774001504602,0.5105203479691514,0.5004554601623702,0.5022776750497746,0.5214674215398907,0.5568959119467101,0.5838656759804726,0.605859049601474,0.6164334533573328,0.6130990339328384,0.633117363306118,0.669999885709686,0.6950154212760032,0.7309274418326698,0.7543027573956445,0.7576935095127296,0.7490003244291439,0.7820757791135745,0.8142958132609663,0.806072707937769,0.7865994668974702,0.7418479047814939,0.7009999217836158,0.6755046257640617,0.6653666589761724,0.6686315170324617,0.6542828018697836,0.6269068927739807,0.5952982250880765,0.5888285860671966,0.5825434849927157,0.5924601069759142,0.6021270572622041,0.6189471900028851,0.6323851278149465,0.6429247550593955,0.6718783808485098,0.7127264754002179,0.7676893250233824,0.8266133909273483,0.8819405417855732,0.9182224440516353,0.9512531051926959,0.9804524658246202,1.011434721982371,1.0482346621894099,1.0595422236023446,1.0611512889449524,1.0710675770046316,1.0641545692915122,1.0650063620956072,1.0777348830894247,1.0686515071974543,1.0651759772311755,1.054124253021226,1.0263011937901922,1.0165445339942814,1.0204326080332857,1.0231277084269843,1.0047479821460032,1.003285006540652,1.0095475808956493,0.9980106059258148,0.9892135842195263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OAS1_0002_MR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9554110326300672,0.9730001110375872,0.9644242056950975,0.9844830226598295,0.9717477851101269,1.0050559687161311,1.003206824783419,0.989100589332999,0.9947263544732476,1.0477834815436324,1.095947613824857,1.1081455736462533,1.107165585593329,1.1212254657298202,1.1159917392677237,1.1018273392251834,1.0941124666801454,1.0824464517421408,1.0486919227848948,1.0366810247943739,1.061656433079492,1.0467112959061595,1.05280774476353,1.026487306386093,0.9972285245536655,0.9705033223665901,0.9690551798142061,0.9735394176196411,0.9705257836094782,0.9641527298616155,0.9435666755754035,0.9375806202745134,0.9352776151744698,0.9121430321759171,0.861894383379045,0.8431424080589754,0.8289939653775732,0.8317589216132824,0.8343100870104115,0.8489412011452285,0.8519978296701881,0.8638567072964304,0.8720758837347234,0.8822002609757692,0.8970352628028682,0.9401600515221423,0.9654685809777157,0.9837977513480294,1.0455229437367064,1.075364777894263,1.0296557396666461,0.9812008461094848,0.9357939996824559,0.9121861632409747,0.8952067639881589,0.88914379025164,0.878209569782949,0.8584946782632923,0.8488424747600045,0.8480966779484994,0.8685365178413785,0.8714188630406593,0.8965179303350985,0.9208944270791898,0.9421843105564214,0.9747624595636344,0.998594958882248,1.0170886751751762,1.0355462086575191,1.0471817743836598,1.0537394118671886,1.041331401198165,1.0214912933049956,1.0111717532340803,1.019667812517753,1.0150383957194908,1.016739522781418,1.031183827605525,1.0376596471633748,1.052109345432218,1.0626962234635067,1.0624504130027492,1.0818423432957314,1.0820107470931533,1.069577117974361,1.0559358741884515,1.0094920606604627,0.9951173605531226,0.998191731693896,1.0167976429008423,0.9925489215204536,1.0006890108596969,1.0296588985533581,1.034523818066913,1.0338250439626957,1.0306951008290925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OAS1_0003_MR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9159919098431836,0.9628268969046035,0.9774962176764895,0.9807579838079635,0.9716906005488375,0.9914925912969075,0.9829445647017757,0.9680465729636353,0.9808191872221163,1.0060015562423688,1.0412069882794093,1.047050860102744,1.0324996208802657,1.0253411383087587,1.0211008907404466,1.0096290251743467,1.0141520918117748,1.0158099952902642,1.0317569211651443,1.045134632162947,1.0433824645945815,1.0405024625670993,1.0343755152951024,1.0272386469876846,0.9891659456430971,0.9448216776664863,0.8890788013523258,0.8347224388073837,0.7605973025611863,0.67464005039947,0.6207523802107785,0.589964394316745,0.5715880804214506,0.5670432672351493,0.5743647395801951,0.5872902908959742,0.5944079914823188,0.6038495245804999,0.6198242894433619,0.6507639960909755,0.6830099136129053,0.7228622098053097,0.761128365544537,0.8004792414258609,0.8362152169115568,0.8852825587679926,0.9141692147107006,0.9253012887068248,0.9335799702889098,0.9370306801963195,0.9549748629818987,0.9127788042708779,0.8564814684037364,0.8159207916153122,0.784393680950487,0.7711568049296695,0.7493608498959604,0.7213136847413681,0.6864812236079935,0.6517469080494341,0.6229615724235902,0.6125796854204927,0.6086562510067117,0.6363057867144706,0.6701605569008315,0.7334365714909741,0.8078916373849241,0.8933274352682397,0.9562795382784146,0.99172434171517,1.0124128516108442,1.034970587598796,1.0547932544420768,1.052809476402249,1.0453356423595752,1.0317440930529242,1.0282787113617335,1.0025216694685473,0.9985681849245984,0.9964726791199943,1.0012290445433163,1.00457046930345,1.0042153270704026,1.000856511435356,1.0580754155861203,1.0743196538160695,1.0500646827846383,1.0371387333843654,1.0528663117210042,1.0703558851219714,1.0797045984722482,1.0690400670134272,1.083716976587624,1.068467343947632,1.0377874270094751,0.9905067450695184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OAS1_0004_MR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9870188731024363,1.0241001217134,1.0132863839365578,1.0142709335078206,1.0105423441880812,1.0162822409567502,1.017265297647654,1.0183567568936034,1.015349229066474,1.0509972492243271,1.0639585244746226,1.0719600910583846,1.087049108654541,1.1140780251517914,1.1300549677034568,1.137086467969794,1.1437207212626939,1.122542594447466,1.1040724424935786,1.0941423228551665,1.1033270121851881,1.0844726087929264,1.083616981142771,1.0799931062584158,1.0744151904233452,1.0419904793290005,1.008611993308379,0.980308940734348,0.926614706735469,0.866538224838918,0.816302342445904,0.7788529826684185,0.7601131078834541,0.732412168948511,0.698002157203398,0.668443565311732,0.6705453567172364,0.6946923255455458,0.7177124689095536,0.7426652192338703,0.7570019108368613,0.7815552955524987,0.7851033961154926,0.8073131639439893,0.8371405033950342,0.8675679341170807,0.8763564728264415,0.8999453171453052,0.9449632657140817,0.9522223731503305,0.9148273491649066,0.8632950004786267,0.8066820462624767,0.7756289059049489,0.7617818168501636,0.7610291246599493,0.7543337965207413,0.7508714866988254,0.7344513842450767,0.73147666609522,0.7328419730990672,0.7330944792298408,0.7444924240374834,0.7627657598677001,0.7864325373516892,0.8208147074027123,0.8634168072631839,0.8973255155444965,0.9391402331945501,0.9812567927106215,1.0272531463024004,1.0682566109638683,1.0847299586137005,1.0977542316448592,1.0962119867630773,1.0790346638832633,1.0731404328942515,1.0636108873783514,1.0799812292053275,1.1000641840504526,1.0969459532107841,1.0975240025147817,1.0781868673817485,1.0516732306753243,1.051964102354115,1.0571492507205331,1.0328847799536143,1.0233326172766266,1.041702095979839,1.024451221941647,1.0079867237253162,0.9777249016671699,1.0095137306715158,1.0161549828868703,0.9910289989474284,0.9603992889649178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OAS1_0005_MR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0005395197557976,0.9962233159189584,1.017875028380801,1.0150280140268337,0.9997269317015965,1.0122974762701218,1.02143381718204,1.0280994200785294,1.0325858921911584,1.067368910244677,1.0708558959674448,1.0483428267100345,1.0506124519426299,1.053588251242617,1.0613137406506048,1.0768405829409056,1.0737610198107281,1.0831016132510227,1.0790624691366442,1.0745759656910765,1.0710447675447432,1.0701929006540334,1.086263516552517,1.099749314110958,1.088135052081974,1.0686231441601401,1.0526275562161909,1.0167969674369959,0.9728295046249238,0.9124956732488014,0.8687971686428666,0.8648798119874495,0.8504363353875068,0.8409090397038878,0.8244758131876181,0.8130460374196649,0.8129401938727785,0.8171032175988834,0.8298902178615882,0.8397557825025622,0.8378930651726144,0.8336512400420313,0.826052718676748,0.8248704761736583,0.8493487395212361,0.8830835057258409,0.9257321131834335,0.9411253640877999,0.9271458247907625,0.949180066130931,0.9678389748733022,0.9503833673086995,0.9121577219779065,0.8782867720587535,0.870447100762047,0.8854450169427868,0.8953636765024229,0.9020003091269005,0.8816284723955363,0.8481445637330296,0.8317016765064639,0.8258932332133626,0.8234844052133597,0.8404522704760465,0.8756039442925866,0.9028787294956607,0.9328186886039265,0.9608766986530939,0.9860619758059327,0.9985291367295419,1.0246636992320095,1.0451830904639274,1.059865626842347,1.0638650347368432,1.0614265614391487,1.0597922256417303,1.0590006613607974,1.0550625802208347,1.0760606064554317,1.0658294410270206,1.0851835857077727,1.0686919238686539,1.0491230838736403,1.0006904260507312,0.9892990534394823,1.0026955727940414,1.0424087624602663,1.0096159665585545,1.004553980038026,1.0150094693665481,1.0247819248855061,1.038506486547104,1.0178975957430296,1.0139280446112942,1.0282330034689278,1.006788332743016,0.9502125638515273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OAS1_0006_MR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9928139385267384,1.0485098571341402,1.0745089659521583,1.0916235230380948,1.0355287246544982,1.030317757424245,1.029883257786149,1.008183441066941,0.9852252277084586,1.0206465289185838,1.0336892516690108,1.0661477951201646,1.0703170553599228,1.0649817354450286,1.0555155838174028,1.0677466767706716,1.0612349607441878,1.0722623781840805,1.0608615603223857,1.0386548944992449,1.060562332209885,1.0774906112942684,1.1070189863166238,1.1024460894343282,1.0931025360914917,1.0721393518094542,1.0386685790194587,1.0018278825744595,0.954549691082755,0.9181300059571126,0.8722082117969069,0.8387585110301331,0.8217018949353676,0.8203875930147156,0.818284269180505,0.8066313850002274,0.8003511972163035,0.805156866924886,0.8161825686251073,0.8241816036985397,0.8221860707514217,0.8123418496744341,0.8176052741769045,0.8223273235445799,0.8403387008028115,0.8940171733606178,0.9256014419691103,0.9175214825254264,0.9443771346241929,0.9664141033592122,0.9127235686709869,0.8652579397432685,0.8478427700292621,0.8330773463821408,0.8205980159886013,0.812155362451017,0.8033490094875655,0.7922622934678456,0.7853236923960161,0.7916238579579157,0.8026722395131989,0.8114237792361093,0.8365756946325372,0.8586103563307128,0.8879251458442371,0.9223904234960514,0.9357657408305045,0.9477492270766195,0.9762500888652986,0.9972446068747082,1.0211647632799525,1.0383818368664681,1.0516786174615582,1.0487836112966165,1.043902965524682,1.0351238829448945,1.0347226543792687,1.046942469149727,1.0689137973986051,1.0787374116082316,1.0586098113689542,1.0470102274595015,1.056229022671572,1.0677366909440429,1.0919274683162545,1.0842722746942535,1.0575636265129602,1.0324770708158453,1.0305222503717442,1.0029349524161963,0.9733451017259266,0.9772037947411765,0.9914601441422811,0.9687374671052568,0.9320062995321384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OAS1_0007_MR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0460852435303822,1.0178438263582459,1.0499452135289218,1.051546529168801,1.0283110038117684,1.0165854054931833,1.0260500928770453,1.0042947760685532,1.0029821887188706,1.0316263301316373,1.0559361142390313,1.0434530962644983,1.0426711208917292,1.0360374919086142,1.0427158688367846,1.0396893170171932,1.0179338904024366,1.0207252115126064,1.02504752811816,1.025982775804499,1.0566321381969683,1.0911177056945232,1.1163921730527677,1.1415415831940587,1.1309609389594788,1.1128573088638136,1.0941521084882342,1.0736461719682104,1.0388232002345548,0.9799714993033967,0.9397235366325996,0.9208062929556071,0.9098799623843742,0.8852048399819267,0.8868688373915956,0.8952003395261876,0.8907067498917921,0.8846134191555759,0.8780182911920573,0.8816900679892339,0.8948913175947453,0.8954585520069978,0.8843764625083373,0.8670436768004443,0.8874534387199425,0.9245054270824473,0.9895775481541036,0.9834306971004861,0.9380846997100094,0.931289578968509,0.9283391399796119,0.8971478954952384,0.8522474298332707,0.836224725281065,0.8333099971367268,0.8561562199986414,0.8661860174627498,0.8758328328413422,0.8718224597914381,0.8489618991657307,0.8324116055486267,0.8202992254617136,0.8311460816615598,0.8351581639837625,0.8676483479243923,0.8791069752457038,0.8961415560097998,0.9208718563641671,0.9670885852247356,1.0119748163094764,1.060917530409394,1.0978212301665502,1.1043869140500093,1.0992010937086656,1.0885041687533583,1.0740311480192641,1.0679518938146007,1.0555246351917484,1.0631324223265255,1.0633970253651162,1.0958752457572538,1.1134592987900511,1.117644534764898,1.106584703466152,1.0810739700901535,1.0699744803264963,1.0784857087304898,1.0865880621545032,1.0573102672882018,1.0621628292629441,1.0676615690018545,1.0534059081837528,1.002769537701767,1.011816013440346,1.0326128567308026,1.0027992507401626,0.9809595017635775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OAS1_0009_MR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9826458145202773,0.9992174255223677,0.9918668505721167,0.9868405098175452,0.9551060414957824,0.9829189634854087,0.992427734404112,0.9928042148026525,0.9917387501173403,1.0648781582892644,1.109620625244478,1.1243227927981356,1.1441028278809293,1.1647931442615818,1.1467300578733846,1.1103975473553245,1.0804286117264053,1.0476520622913765,1.0238542872958423,1.0220100871283462,1.048098812249527,1.0573648790641526,1.0835142712504562,1.0688023516944347,1.0450372763019653,1.0191515198910173,0.9960187259938711,0.9828903481713938,0.9600549353318182,0.9320094989156964,0.8928156474410367,0.859265974372652,0.8376763893272012,0.8107739358232163,0.7768112289494604,0.7660112868190803,0.7761678641535571,0.795832440478999,0.8232595675289341,0.8295716630851138,0.8311738315088946,0.8576103623450007,0.8852849987309326,0.8976535027130752,0.9477534080234377,1.0140659372246996,1.050970938363093,1.0426288621795934,1.0238687043565127,1.0042881299172737,0.9515102585377596,0.8936413940164525,0.8430273361185215,0.826597398804682,0.812862019673998,0.8101101248999062,0.8276974056135851,0.8250889810738848,0.8290728816634035,0.8200992619130297,0.816358075687827,0.7941456127114918,0.7977001007768683,0.8067221355804958,0.8412694873469371,0.8835493181355282,0.9430417157745432,0.9807479057635474,1.018986942973784,1.0515295773792317,1.0772410488200272,1.0806016441953574,1.0741982891062323,1.0731786710611493,1.0727791485552374,1.0698692128558962,1.081469259078788,1.0773080275371565,1.0947200458696036,1.0962583763620704,1.1065663126350191,1.107632735889686,1.0967042320647853,1.0784836478053401,1.0604588850507206,1.0575734812147244,1.0280041531966135,0.9978818471515047,1.0059268848356968,1.0043909532617905,0.9857702134640188,0.9539150820991913,0.971109945541324,0.9638408037013773,0.9628624551206899,0.9658768747474141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OAS1_0010_MR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9122666310419252,0.9592617604987654,0.9550358752833563,0.9593106582318317,0.9693916016001795,0.9843725025721339,0.9958189854609759,1.0118224890997531,1.0272632738326382,1.0451788451200077,1.0527830461111396,1.0440380493792398,1.0455624041886071,1.0504553710177547,1.055106179842019,1.0588713913335488,1.0607532004575781,1.040557793486408,1.005252983794729,0.9962549383024425,0.9942115213866637,1.0042145671950056,0.9774417234626225,0.9655644040068779,0.9304042309262178,0.876507951702754,0.7939090926561873,0.7321232230491772,0.6762761542149919,0.6301511971811541,0.6154401880848517,0.6401682317784492,0.6636460680197706,0.6671015196402903,0.6308844406829528,0.6115754206895948,0.6171092953081754,0.6411209352546929,0.67063311298893,0.7075037235531669,0.7479383246953887,0.8039603737202425,0.8636665084204026,0.9286457921962957,0.9815976901961548,1.0109639032724473,0.9916581237417291,0.9394756498911789,0.9702903344453845,1.027730733810622,1.0123572899615079,0.9420309270093234,0.8558965975047788,0.7995773130608275,0.742109190642706,0.7011081652396607,0.6728208976172482,0.6358195123147378,0.6156964336797752,0.6098217339955017,0.6108691248295376,0.6072512191849788,0.6144268200362091,0.6136861998962927,0.635346560999352,0.6871145116224675,0.7225135665766681,0.7804332342092661,0.8260525542716,0.8584742528593748,0.9109746651502003,0.9485538253430597,0.962126115381433,0.9647661677555891,0.9723043881267853,0.9882215244197903,0.9982415424492227,1.0011532550285243,1.0179939803515123,1.0446254351133468,1.0671017703332943,1.0756551246353716,1.0809075318928667,1.0517954331221935,1.0276020868818532,1.017262245183422,0.9718781872729638,0.9324761511217169,0.9220486206062856,0.9556256647671502,0.9418156623091936,0.9620454999640846,0.9925950314727102,0.9892471612550565,0.9950512469867352,0.9712327416199813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OAS1_0011_MR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9762396359575152,0.9986053128737606,0.997886020737726,0.9811832945407676,0.9339908873625263,0.9477409820916236,0.9303544709991947,0.9382538041333465,0.9446163509494989,0.9811289186904778,1.0003820489076427,1.0103839375823702,1.02411976170452,1.042156657092599,1.0645006299193802,1.0818089300952243,1.0946240883866258,1.0884904668026718,1.0713238913128944,1.0617037618934229,1.071786234577632,1.0695925312866508,1.090129172001116,1.099943716356351,1.102524969947956,1.0884463146910726,1.0658217308890727,1.042254657382563,0.9946554375322415,0.933985079672548,0.880302608103111,0.8409933812899205,0.8235210614039513,0.7981193715670606,0.7700412647378181,0.7440059885076455,0.743023220545543,0.7451086102569874,0.7476833362841042,0.7563914034375586,0.7603710759626312,0.7885583119288637,0.8060925915827248,0.8259016146419628,0.8561986879779077,0.9152716713987756,0.9623883376168828,0.992248594075212,1.005373684178476,0.9966233188487857,0.9372165768490874,0.8933790224561077,0.8648414781496541,0.8557601744623926,0.8465852270912231,0.8380446871021013,0.8202839967546898,0.7861040404687093,0.7587429236156326,0.7530631504028641,0.7580360379421114,0.7662592723628674,0.7990638629505438,0.838802872699259,0.8775477423693058,0.9228047146359092,0.9631838326726391,0.9739350748221118,0.9779678734274612,0.9912993739971641,0.9977405932179076,1.0200440712840404,1.037406891083768,1.0548934562655612,1.0638071582075683,1.0580563843650022,1.0697780163998254,1.0839609006253017,1.1103588889932217,1.1575328661847728,1.1602366887942124,1.1359541755197788,1.1009779029631905,1.0870871308344328,1.0861713870415899,1.0869521459329654,1.046514158199375,1.0292694770976638,1.034729325252396,1.0285629733710582,1.0323539380730713,1.0051414781065484,1.0092817584503142,1.0036860342376974,0.9880207694755045,0.9663314989270031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
